Author,Location,Date,Comments,Rating
Laura,"Minden, NV","Reviewed July 13, 2021","I’ve have several refinancing situations with Quicken Loans and the process is quick, and they always keep you informed every step of the way. The people I’ve dealt with are knowledgeable, courteous, and extremely professional. I’d recommend Quicken to anyone considering a loan or refinance.",5
Sandra,"Lockport, NY","Reviewed July 13, 2021","The initial customer service rep was awesome. The second customer service rep never returned my call and a third personal who contacted made me feel embarrassed of our financial situation when I asked her a questions. My understanding was that I was contacted by the second and third because my initial person was on vacation and they were helping out. Amrock appraisal person was ""ok"". He had to come back to take more pictures and seemed annoyed when I asked a question. The closing attorney was unprofessional, impatient, and rushed. He had another appointment scheduled 30 minutes from when ours started and he was rushed and upset because or our lack of tech knowledge. I offered several suggestions and he kept saying he doesn't have time. I couldn't wait for him to leave my house.",3
Jeffrey,"Wake Forest, NC","Reviewed July 13, 2021","Generally, I would rate all services as topnotch! My mortgage assistant was available at all times. There was one small communication glitch that I wish had been more clear. In this fast and furious market, I agreed on the minimum down payment required to move forward and then do a recast! I understood that the recast could be done immediately after closing! Then when I contact the processor to do the recast, he said no. That I had to wait for 2 monthly normal payments to be recorded! I have been a loyal customer for many years and found this to be a black mark. Anyway, I will abide by the request and then on 9/1 immediately request the recasting to be done.",5
Susan,"Lenexa, KS","Reviewed July 12, 2021","Overall wonderful service. Good people, well trained. The title closing made my day as they came to the house. The mortgage manager quickly addressed my concerns and sent real estimated of the cost.. This was a process as I considered another vendor.",5
Marilyn,"Maywood, IL","Reviewed July 11, 2021",I never even thought to use my home equity for bill consolidation until approached by Rocket. It turned out perfectly. I am having surgery and will be out of work for 8 weeks. This consolidation will ease my bill payments so I won’t have to worry during my recovery I was helped with every step. Instructions were clear and easy and closing was in my home.,5
Martha,"Kingsport, TN","Reviewed July 9, 2021",It was fast and everyone I worked with was friendly and knowledgeable! There were no problems that couldn’t be resolved! I was well informed on every step and process of the loan. Thank you for your assistance in refinancing my mortgage!!,5
Todd,"Dexter, MI","Reviewed July 9, 2021","I loved the Rocket Mortgage experience!! Love the app that kept me informed regarding the refi process. I tried refinancing w/ Guaranteed Rate. I applied with them in late Feb, locked early March and still couldn't get my closing set up until June. They then kept delaying the closing within a 1/2 hour of the closing time. I switched to Rocket and closed in 10 days. Bravo Rocket Mortgage!",5
Richard,"Rexburg, ID","Reviewed July 9, 2021","We began the process just considering possibilities by exploring online. We provided basic information and were immediately connected with an agent that did great work helping us explore options. Jennifer worked out a great plan, followed up with us through the entire process and the refinance was closed within two weeks. The new loan will save us thousands of dollars!",5
Barbara,"Lawrenceville, GA","Reviewed July 8, 2021",Refinance of my loan was a great experience. The entire process from start to finish was approximately 2 weeks. Zack and team did a great job in pre-qualifying my account and meeting my refinance needs. I would definitely recommend Quicken to a friend.,5
James,"Port Saint Lucie, FL","Reviewed July 8, 2021","Everyone I dealt with was very polite and professional, knew all the answers to my questions. They asked me if I had any problems to feel free to call them if I had any questions. From the start of the process to the very end everyone was great and pleasant.",5
Jeanne,"Puyallup, WA","Reviewed July 8, 2021",I have always enjoyed working with the Rocket Mortgage/Quicken team with one exception. The team that handles your condo verification process needs some work. My last two refinances have been held up in this department with no communication to the customer service team or me.,4
