Author,Location,Date,Comment,Stars
John,"Las Angeles, CA","Reviewed July 19, 2017","Working with J ** is top notch. This man knows everything about the precious metals investing business and has one goal and priority to achieve, and that is to help benefit the customer/client portfolio. ** has the experience, savvy, and expertise to guide anyone on the investment to success path. Always available to answer questions and provide top industry insights in strategic planning and execution for top notch performance and service. ** is a virtuoso in the precious metals investment business and is highly qualified and uber professional. My only regret is that I didn't work with him earlier on my investment portfolio sooner! Thanks a million!!!",5
Chelsey,"Hilo, HI","Reviewed July 17, 2017","I heard about Patriot Gold from a friend, and I was glad I did! The gentleman I spoke to was very informative and professional. He took the time to answer ALL my questions clearly and in terms that I could understand. I couldn't be happier with the service I received. Thank you Patriot Gold!",5
Miriam,"Burbank, CA","Reviewed July 17, 2017","My husband and I have a 401k and IRA we've been thinking of converting into gold or silver, but had a lot of questions about the considerations and how it works. Patriot Gold's customer service was great! They were very patient in explaining the process and we feel we're making a great decision for our financial future!",5
Markelle,"Malvern, PA","Reviewed July 17, 2017","One of my savviest financial friends recommended the Patriot Gold Group and now I feel like Goldfinger with the Midas touch. But before I invested, I asked Jack many, many tough questions. He didn't flinch. He was polite, professional and really knew his stuff. Suffice to say, I am one very satisfied customer.",5
Cathryn,"Boca Raton, FL","Reviewed July 17, 2017","Recently I received an inheritance and am interested in investing in gold. After contacting several other industry professionals, I was not impressed with any of the information received nor was I confident in any of their abilities. I was given Patriot Gold as super knowledgeable and reliable precious metals experts. Ten minutes into the conversation with Patriot Gold advisor James, it was incredible how much valuable information I received. Patriot Gold not only has an outstanding reputation as true industry experts but they also deliver. James provided me with an ease of understanding not only about investing in gold but other precious metals as well without seeming as though he was upselling. I will be making more investment choices in various precious metals due to the knowledge base and professional investment advice I was given. Thanks to Patriot Gold for helping make my investment decisions with confidence.",5
Terey,"Edgewater, NJ","Reviewed July 17, 2017",Really easy and great value. I got rid of a few pieces that my ex had gifted me. I just didn't want to wear them anymore. The seamless process on site made it so easy to get setup and paid me really quickly. I definitely got a great trade in rate because the pawn shop in my area offered me only about half of what Patriot Gold did!,5
Jami,"Pearl River, NY","Reviewed July 17, 2017","I am new to investing in precious metals, but I wanted to rollover my IRA and Jeff made it very easy. He was extremely helpful and made me feel comfortable throughout the entire process. He answered every single one of my questions, and I had many. Jeff was very patient with me as well and I felt no pressure what-so-ever from him. I will continue to deal with Jeff from The Patriot Gold Group for my investment needs. Very satisfied. I would highly recommend them!!",5
Ben,"Armonk, NY","Reviewed July 17, 2017","I looked them up online, filled out information and got a call from David that was very helpful. He was informative and patient with me. I had a ton of questions about my using my IRA and he spent a lot of time with me to make sure that I understood what my options were. Great experience with this company.",5
John,"Massapequa Park, NY","Reviewed July 17, 2017","My family left me a sizeable account with gold and other investments and before speaking with Jack from Patriot, I didn't have much experience with trading and stuff. He was really nice and explained to me all the details and things I should be aware of that would be in my best interest. After hanging up with him I did some research and found everything they recommended to be real, not just some sales story. A week later I called him back and we moved forward. Still early to see the results, but I feel extremely comfortable with my decision to use them.",5
Robert,"Jericho, NY","Reviewed July 17, 2017","I had been thinking about investing in precious metals for a long time, but admittedly didn't know much about the process. I finally decided to take some action when I saw an ad online and I called Patriot Gold directly. The team at Patriot was extremely knowledgeable and accommodating. They spent a ton of time with me on the phone and made me feel comfortable. I ended up rolling over my IRA and very happy so far. These guys are experts for sure.",5
